koridor,asal,tujuan,nama_halte,lokasi_halte,total_penumpang,rata_penumpang
6,ragunan,gelora bung karno,imigrasi,jl.buncit raya,119887268,9990605.666666666
6,ragunan,gelora bung karno,duren tiga,jl.buncit raya,119887268,9990605.666666666
6,ragunan,gelora bung karno,mampang prapatan,jl.buncit raya,119887268,9990605.666666666
6,ragunan,gelora bung karno,kuningan timur,jl.rasuna said,119887268,9990605.666666666
6,ragunan,gelora bung karno,patra kuningan,jl.rasuna said,119887268,9990605.666666666
6,ragunan,gelora bung karno,depkes,jl.rasuna said,119887268,9990605.666666666
6,ragunan,gelora bung karno,gor sumantri,jl.rasuna said,119887268,9990605.666666666
6,ragunan,gelora bung karno,karet kuningan,jl.rasuna said,119887268,9990605.666666666
6,ragunan,gelora bung karno,kuningan madya aini,jl.rasuna said,119887268,9990605.666666666
6,ragunan,gelora bung karno,setiabudi utara,jl.rasuna said,119887268,9990605.666666666
6,ragunan,gelora bung karno,latuharhari,jl.latuharhari,119887268,9990605.666666666
8,tanjung duren,tanah abang,terminal lebak bulus,jl.lebak bulus raya,119887268,9990605.666666666
8,tanjung duren,tanah abang,pondok pinang,jl.ciputat raya,119887268,9990605.666666666
8,tanjung duren,tanah abang,pondok indah 1,jl.metro pondok indah,119887268,9990605.666666666
8,tanjung duren,tanah abang,pondok indah 2,jl.metro pondok indah,119887268,9990605.666666666
8,tanjung duren,tanah abang,tanah kusir kodim,jl.sultan iskandar muda,119887268,9990605.666666666
8,tanjung duren,tanah abang,kebayoran lama bungur,jl.sultan iskandar muda,119887268,9990605.666666666
8,tanjung duren,tanah abang,pasar kebayoran lama,jl.sultan iskandar muda,119887268,9990605.666666666
8,tanjung duren,tanah abang,simprug kebayoran lama,jl.sultan iskandar muda,119887268,9990605.666666666
8,tanjung duren,tanah abang,permata hijau,jl.letj soepono,119887268,9990605.666666666
8,tanjung duren,tanah abang,permata hijau rs. medika,jl.letj soepono,119887268,9990605.666666666
8,tanjung duren,tanah abang,pos pengumben,jl.panjang,119887268,9990605.666666666
8,tanjung duren,tanah abang,kelapa dua sasak,jl.panjang,119887268,9990605.666666666
8,tanjung duren,tanah abang,kebun jeruk relasi,jl.panjang,119887268,9990605.666666666
8,tanjung duren,tanah abang,duri kepa,jl.panjang,119887268,9990605.666666666
8,tanjung duren,tanah abang,kedoya assyiddiqiyah,jl.panjang,119887268,9990605.666666666
8,tanjung duren,tanah abang,kedoya green garden,jl.panjang,119887268,9990605.666666666
8,tanjung duren,tanah abang,grogol 2,jl.letj s.parman,119887268,9990605.666666666
8,tanjung duren,tanah abang,tomang mandala,jl.tomang raya,119887268,9990605.666666666
8,tanjung duren,tanah abang,rs tarakan,jl.kyai caringin,119887268,9990605.666666666
8,tanjung duren,tanah abang,petojo,jl.suryopranoto,119887268,9990605.666666666
7,blok m,pgc,kp. rambutan,terminal kamp rambutan,119887268,9990605.666666666
7,blok m,pgc,tanah merdeka,jl.baru,119887268,9990605.666666666
7,blok m,pgc,fly over raya bogor,jl.raya bogor,119887268,9990605.666666666
7,blok m,pgc,rs. harapan bunda,jl.raya bogor,119887268,9990605.666666666
7,blok m,pgc,pasar induk,jl.raya bogor,119887268,9990605.666666666
7,blok m,pgc,pasar kramat jati,jl.raya bogor,119887268,9990605.666666666
7,blok m,pgc,cililitan,jl.sutoyo,119887268,9990605.666666666
7,blok m,pgc,bkn,jl.sutoyo,119887268,9990605.666666666
7,blok m,pgc,cawang uki,jl.sutoyo,119887268,9990605.666666666
7,blok m,pgc,bnn,jl.mt haryono,119887268,9990605.666666666
7,blok m,pgc,cawang otista,jl.otista raya,119887268,9990605.666666666
7,blok m,pgc,gelanggang remaja,jl.otista raya,119887268,9990605.666666666
7,blok m,pgc,bidara cina,jl.otista raya,119887268,9990605.666666666
6,pasar minggu,velbak,ragunan,kebun binatang ragunan,119887268,9990605.666666666
6,pasar minggu,velbak,departemen pertanian,jl.harsono,119887268,9990605.666666666
6,pasar minggu,velbak,smk 57,jl.harsono,119887268,9990605.666666666
6,pasar minggu,velbak,jati padang,jl.buncit raya,119887268,9990605.666666666
6,pasar minggu,velbak,pejaten,jl.buncit raya,119887268,9990605.666666666
6,pasar minggu,velbak,buncit indah,jl.buncit raya,119887268,9990605.666666666
6,pasar minggu,velbak,warung jati,jl.buncit raya,119887268,9990605.666666666
6,pasar minggu,velbak,imigrasi,jl.buncit raya,119887268,9990605.666666666
6,pasar minggu,velbak,duren tiga,jl.buncit raya,119887268,9990605.666666666
6,pasar minggu,velbak,mampang prapatan,jl.buncit raya,119887268,9990605.666666666
6,pasar minggu,velbak,kuningan timur,jl.rasuna said,119887268,9990605.666666666
6,pasar minggu,velbak,patra kuningan,jl.rasuna said,119887268,9990605.666666666
6,pasar minggu,velbak,depkes,jl.rasuna said,119887268,9990605.666666666
6,pasar minggu,velbak,gor sumantri,jl.rasuna said,119887268,9990605.666666666
6,pasar minggu,velbak,karet kuningan,jl.rasuna said,119887268,9990605.666666666
6,pasar minggu,velbak,kuningan madya aini,jl.rasuna said,119887268,9990605.666666666
6,pasar minggu,velbak,setiabudi utara,jl.rasuna said,119887268,9990605.666666666
6,pasar minggu,velbak,latuharhari,jl.latuharhari,119887268,9990605.666666666
1,pantai maju,kota,terminal blok m,terminal blok m,119887268,9990605.666666666
1,pantai maju,kota,mesjid al-azhar,jl. sisingamangaraja,119887268,9990605.666666666
1,pantai maju,kota,bundaran senayan,jl. jend sudirman,119887268,9990605.666666666
1,pantai maju,kota,gelora,jl. jend sudirman,119887268,9990605.666666666
1,pantai maju,kota,polda,jl. jend sudirman,119887268,9990605.666666666
1,pantai maju,kota,benhil,jl. jend sudirman,119887268,9990605.666666666
1,pantai maju,kota,karet,jl. jend sudirman,119887268,9990605.666666666
1,pantai maju,kota,setia budi,jl. jend sudirman,119887268,9990605.666666666
1,pantai maju,kota,dukuh atas,jl. jend sudirman,119887268,9990605.666666666
1,pantai maju,kota,tosari,jl. jend sudirman,119887268,9990605.666666666
1,pantai maju,kota,bundaran hi,jl. mh thamrin,119887268,9990605.666666666
1,pantai maju,kota,sarinah,jl. mh thamrin,119887268,9990605.666666666
1,pantai maju,kota,bi,jl. mh thamrin,119887268,9990605.666666666
1,pantai maju,kota,monas,jl. merdeka barat,119887268,9990605.666666666
1,pantai maju,kota,harmoni central busway ( hcb ),jl. gajah mada,119887268,9990605.666666666
1,pantai maju,kota,sawah besar,jl. gajah mada,119887268,9990605.666666666
1,pantai maju,kota,mangga besar,jl. gajah mada,119887268,9990605.666666666
1,pantai maju,kota,olimo,jl. gajah mada,119887268,9990605.666666666
1,pantai maju,kota,glodok,jl. gajah mada,119887268,9990605.666666666
1,pantai maju,kota,stasiun kota,jl.stasiun,119887268,9990605.666666666
3,st. pesing,kota,terminal kalideres,terminal kalideres,119887268,9990605.666666666
3,st. pesing,kota,pesakih,jl.daan mogot,119887268,9990605.666666666
3,st. pesing,kota,sumur bor,jl.daan mogot,119887268,9990605.666666666
3,st. pesing,kota,rawa buaya,jl.daan mogot,119887268,9990605.666666666
3,st. pesing,kota,jembatan baru,jl.daan mogot,119887268,9990605.666666666
3,st. pesing,kota,dispenda,jl.daan mogot,119887268,9990605.666666666
3,st. pesing,kota,jembatan gantung,jl.daan mogot,119887268,9990605.666666666
3,st. pesing,kota,taman kota,jl.daan mogot,119887268,9990605.666666666
3,st. pesing,kota,indosiar,jl.daan mogot,119887268,9990605.666666666
3,st. pesing,kota,jelambar,jl.daan mogot,119887268,9990605.666666666
3,st. pesing,kota,grogol 1,jl.kyai tapa,119887268,9990605.666666666
3,st. pesing,kota,rs.sumber waras,jl.kyai tapa,119887268,9990605.666666666
3,st. pesing,kota,pasar baru,jl.soetomo,119887268,9990605.666666666
9,kota tua,pik,terminal pinang ranti,jl.pondok gede,119887268,9990605.666666666
9,kota tua,pik,garuda taman mini,jl.pondok gede,119887268,9990605.666666666
9,kota tua,pik,cawang ciliwung,jl.pondok gede,119887268,9990605.666666666
9,kota tua,pik,cikoko stasiun cawang,jl.mt.haryono,119887268,9990605.666666666
9,kota tua,pik,tebet bkpm,jl.mt.haryono,119887268,9990605.666666666
9,kota tua,pik,pancoran,jl.mt.haryono,119887268,9990605.666666666
9,kota tua,pik,pancoran barat,jl.jend gatot subroto,119887268,9990605.666666666
9,kota tua,pik,tegal parang,jl.jend gatot subroto,119887268,9990605.666666666
9,kota tua,pik,kuningan barat,jl.jend gatot subroto,119887268,9990605.666666666
9,kota tua,pik,jamsostek gatot subroto,jl.jend gatot subroto,119887268,9990605.666666666
9,kota tua,pik,lipi gatot subroto,jl.jend gatot subroto,119887268,9990605.666666666
9,kota tua,pik,semanggi,jl.jend gatot subroto,119887268,9990605.666666666
9,kota tua,pik,jcc senayan,jl.jend s.parman,119887268,9990605.666666666
9,kota tua,pik,slipi petamburan,jl.jend s.parman,119887268,9990605.666666666
9,kota tua,pik,slipi kemanggisan,jl.jend s.parman,119887268,9990605.666666666
9,kota tua,pik,rs harapan kita,jl.jend s.parman,119887268,9990605.666666666
9,kota tua,pik,taman anggrek,jl.jend s.parman,119887268,9990605.666666666
9,kota tua,pik,stasiun ka latumenten,jl.latumenten,119887268,9990605.666666666
9,kota tua,pik,jembatan besi,jl.jembatan besi,119887268,9990605.666666666
9,kota tua,pik,jembatan dua,jl.jembatan dua,119887268,9990605.666666666
9,kota tua,pik,jembatan tiga,jl.raya pluit,119887268,9990605.666666666
9,kota tua,pik,penjaringan,jl.raya pluit,119887268,9990605.666666666
9,kota tua,pik,pluit,jl.raya pluit,119887268,9990605.666666666
9,pinang ranti,simpang cawang,terminal pinang ranti,jl.pondok gede,119887268,9990605.666666666
9,pinang ranti,simpang cawang,garuda taman mini,jl.pondok gede,119887268,9990605.666666666
9,pinang ranti,simpang cawang,cawang ciliwung,jl.pondok gede,119887268,9990605.666666666
9,pinang ranti,simpang cawang,cikoko stasiun cawang,jl.mt.haryono,119887268,9990605.666666666
9,pinang ranti,simpang cawang,tebet bkpm,jl.mt.haryono,119887268,9990605.666666666
9,pinang ranti,simpang cawang,pancoran,jl.mt.haryono,119887268,9990605.666666666
9,pinang ranti,simpang cawang,pancoran barat,jl.jend gatot subroto,119887268,9990605.666666666
9,pinang ranti,simpang cawang,tegal parang,jl.jend gatot subroto,119887268,9990605.666666666
9,pinang ranti,simpang cawang,kuningan barat,jl.jend gatot subroto,119887268,9990605.666666666
9,pinang ranti,simpang cawang,jamsostek gatot subroto,jl.jend gatot subroto,119887268,9990605.666666666
9,pinang ranti,simpang cawang,lipi gatot subroto,jl.jend gatot subroto,119887268,9990605.666666666
9,pinang ranti,simpang cawang,semanggi,jl.jend gatot subroto,119887268,9990605.666666666
9,pinang ranti,simpang cawang,jcc senayan,jl.jend s.parman,119887268,9990605.666666666
9,pinang ranti,simpang cawang,slipi petamburan,jl.jend s.parman,119887268,9990605.666666666
9,pinang ranti,simpang cawang,slipi kemanggisan,jl.jend s.parman,119887268,9990605.666666666
9,pinang ranti,simpang cawang,rs harapan kita,jl.jend s.parman,119887268,9990605.666666666
9,pinang ranti,simpang cawang,taman anggrek,jl.jend s.parman,119887268,9990605.666666666
9,pinang ranti,simpang cawang,stasiun ka latumenten,jl.latumenten,119887268,9990605.666666666
9,pinang ranti,simpang cawang,jembatan besi,jl.jembatan besi,119887268,9990605.666666666
9,pinang ranti,simpang cawang,jembatan dua,jl.jembatan dua,119887268,9990605.666666666
9,pinang ranti,simpang cawang,jembatan tiga,jl.raya pluit,119887268,9990605.666666666
9,pinang ranti,simpang cawang,penjaringan,jl.raya pluit,119887268,9990605.666666666
9,pinang ranti,simpang cawang,pluit,jl.raya pluit,119887268,9990605.666666666
9,pesing,grogol,terminal pinang ranti,jl.pondok gede,119887268,9990605.666666666
9,pesing,grogol,garuda taman mini,jl.pondok gede,119887268,9990605.666666666
9,pesing,grogol,cawang ciliwung,jl.pondok gede,119887268,9990605.666666666
9,pesing,grogol,cikoko stasiun cawang,jl.mt.haryono,119887268,9990605.666666666
9,pesing,grogol,tebet bkpm,jl.mt.haryono,119887268,9990605.666666666
9,pesing,grogol,pancoran,jl.mt.haryono,119887268,9990605.666666666
9,pesing,grogol,pancoran barat,jl.jend gatot subroto,119887268,9990605.666666666
9,pesing,grogol,tegal parang,jl.jend gatot subroto,119887268,9990605.666666666
9,pesing,grogol,kuningan barat,jl.jend gatot subroto,119887268,9990605.666666666
9,pesing,grogol,jamsostek gatot subroto,jl.jend gatot subroto,119887268,9990605.666666666
9,pesing,grogol,lipi gatot subroto,jl.jend gatot subroto,119887268,9990605.666666666
9,pesing,grogol,semanggi,jl.jend gatot subroto,119887268,9990605.666666666
9,pesing,grogol,jcc senayan,jl.jend s.parman,119887268,9990605.666666666
9,pesing,grogol,slipi petamburan,jl.jend s.parman,119887268,9990605.666666666
9,pesing,grogol,slipi kemanggisan,jl.jend s.parman,119887268,9990605.666666666
9,pesing,grogol,rs harapan kita,jl.jend s.parman,119887268,9990605.666666666
9,pesing,grogol,taman anggrek,jl.jend s.parman,119887268,9990605.666666666
9,pesing,grogol,stasiun ka latumenten,jl.latumenten,119887268,9990605.666666666
9,pesing,grogol,jembatan besi,jl.jembatan besi,119887268,9990605.666666666
9,pesing,grogol,jembatan dua,jl.jembatan dua,119887268,9990605.666666666
9,pesing,grogol,jembatan tiga,jl.raya pluit,119887268,9990605.666666666
9,pesing,grogol,penjaringan,jl.raya pluit,119887268,9990605.666666666
9,pesing,grogol,pluit,jl.raya pluit,119887268,9990605.666666666
7,cibubur,pluit,kp. rambutan,terminal kamp rambutan,119887268,9990605.666666666
7,cibubur,pluit,tanah merdeka,jl.baru,119887268,9990605.666666666
7,cibubur,pluit,fly over raya bogor,jl.raya bogor,119887268,9990605.666666666
7,cibubur,pluit,rs. harapan bunda,jl.raya bogor,119887268,9990605.666666666
7,cibubur,pluit,pasar induk,jl.raya bogor,119887268,9990605.666666666
7,cibubur,pluit,pasar kramat jati,jl.raya bogor,119887268,9990605.666666666
7,cibubur,pluit,cililitan,jl.sutoyo,119887268,9990605.666666666
7,cibubur,pluit,bkn,jl.sutoyo,119887268,9990605.666666666
7,cibubur,pluit,cawang uki,jl.sutoyo,119887268,9990605.666666666
7,cibubur,pluit,bnn,jl.mt haryono,119887268,9990605.666666666
7,cibubur,pluit,cawang otista,jl.otista raya,119887268,9990605.666666666
7,cibubur,pluit,gelanggang remaja,jl.otista raya,119887268,9990605.666666666
7,cibubur,pluit,bidara cina,jl.otista raya,119887268,9990605.666666666
7,cibubur,tanjung priok,kp. rambutan,terminal kamp rambutan,119887268,9990605.666666666
7,cibubur,tanjung priok,tanah merdeka,jl.baru,119887268,9990605.666666666
7,cibubur,tanjung priok,fly over raya bogor,jl.raya bogor,119887268,9990605.666666666
7,cibubur,tanjung priok,rs. harapan bunda,jl.raya bogor,119887268,9990605.666666666
7,cibubur,tanjung priok,pasar induk,jl.raya bogor,119887268,9990605.666666666
7,cibubur,tanjung priok,pasar kramat jati,jl.raya bogor,119887268,9990605.666666666
7,cibubur,tanjung priok,cililitan,jl.sutoyo,119887268,9990605.666666666
7,cibubur,tanjung priok,bkn,jl.sutoyo,119887268,9990605.666666666
7,cibubur,tanjung priok,cawang uki,jl.sutoyo,119887268,9990605.666666666
7,cibubur,tanjung priok,bnn,jl.mt haryono,119887268,9990605.666666666
7,cibubur,tanjung priok,cawang otista,jl.otista raya,119887268,9990605.666666666
7,cibubur,tanjung priok,gelanggang remaja,jl.otista raya,119887268,9990605.666666666
7,cibubur,tanjung priok,bidara cina,jl.otista raya,119887268,9990605.666666666
6,kuningan,karet,ragunan,kebun binatang ragunan,119887268,9990605.666666666
6,kuningan,karet,departemen pertanian,jl.harsono,119887268,9990605.666666666
6,kuningan,karet,smk 57,jl.harsono,119887268,9990605.666666666
6,kuningan,karet,jati padang,jl.buncit raya,119887268,9990605.666666666
6,kuningan,karet,pejaten,jl.buncit raya,119887268,9990605.666666666
6,kuningan,karet,buncit indah,jl.buncit raya,119887268,9990605.666666666
6,kuningan,karet,warung jati,jl.buncit raya,119887268,9990605.666666666
6,kuningan,karet,imigrasi,jl.buncit raya,119887268,9990605.666666666
6,kuningan,karet,duren tiga,jl.buncit raya,119887268,9990605.666666666
6,kuningan,karet,mampang prapatan,jl.buncit raya,119887268,9990605.666666666
6,kuningan,karet,kuningan timur,jl.rasuna said,119887268,9990605.666666666
6,kuningan,karet,patra kuningan,jl.rasuna said,119887268,9990605.666666666
6,kuningan,karet,depkes,jl.rasuna said,119887268,9990605.666666666
6,kuningan,karet,gor sumantri,jl.rasuna said,119887268,9990605.666666666
6,kuningan,karet,karet kuningan,jl.rasuna said,119887268,9990605.666666666
6,kuningan,karet,kuningan madya aini,jl.rasuna said,119887268,9990605.666666666
6,kuningan,karet,setiabudi utara,jl.rasuna said,119887268,9990605.666666666
6,kuningan,karet,latuharhari,jl.latuharhari,119887268,9990605.666666666
1,kalideres,perkantoran soekarno-hatta,terminal blok m,terminal blok m,119887268,9990605.666666666
1,kalideres,perkantoran soekarno-hatta,mesjid al-azhar,jl. sisingamangaraja,119887268,9990605.666666666
1,kalideres,perkantoran soekarno-hatta,bundaran senayan,jl. jend sudirman,119887268,9990605.666666666
1,kalideres,perkantoran soekarno-hatta,gelora,jl. jend sudirman,119887268,9990605.666666666
1,kalideres,perkantoran soekarno-hatta,polda,jl. jend sudirman,119887268,9990605.666666666
1,kalideres,perkantoran soekarno-hatta,benhil,jl. jend sudirman,119887268,9990605.666666666
1,kalideres,perkantoran soekarno-hatta,karet,jl. jend sudirman,119887268,9990605.666666666
1,kalideres,perkantoran soekarno-hatta,setia budi,jl. jend sudirman,119887268,9990605.666666666
1,kalideres,perkantoran soekarno-hatta,dukuh atas,jl. jend sudirman,119887268,9990605.666666666
1,kalideres,perkantoran soekarno-hatta,tosari,jl. jend sudirman,119887268,9990605.666666666
1,kalideres,perkantoran soekarno-hatta,bundaran hi,jl. mh thamrin,119887268,9990605.666666666
1,kalideres,perkantoran soekarno-hatta,sarinah,jl. mh thamrin,119887268,9990605.666666666
1,kalideres,perkantoran soekarno-hatta,bi,jl. mh thamrin,119887268,9990605.666666666
1,kalideres,perkantoran soekarno-hatta,monas,jl. merdeka barat,119887268,9990605.666666666
1,kalideres,perkantoran soekarno-hatta,harmoni central busway ( hcb ),jl. gajah mada,119887268,9990605.666666666
1,kalideres,perkantoran soekarno-hatta,sawah besar,jl. gajah mada,119887268,9990605.666666666
1,kalideres,perkantoran soekarno-hatta,mangga besar,jl. gajah mada,119887268,9990605.666666666
1,kalideres,perkantoran soekarno-hatta,olimo,jl. gajah mada,119887268,9990605.666666666
1,kalideres,perkantoran soekarno-hatta,glodok,jl. gajah mada,119887268,9990605.666666666
1,kalideres,perkantoran soekarno-hatta,stasiun kota,jl.stasiun,119887268,9990605.666666666
7,cibubur,ancol,kp. rambutan,terminal kamp rambutan,119887268,9990605.666666666
7,cibubur,ancol,tanah merdeka,jl.baru,119887268,9990605.666666666
7,cibubur,ancol,fly over raya bogor,jl.raya bogor,119887268,9990605.666666666
7,cibubur,ancol,rs. harapan bunda,jl.raya bogor,119887268,9990605.666666666
7,cibubur,ancol,pasar induk,jl.raya bogor,119887268,9990605.666666666
7,cibubur,ancol,pasar kramat jati,jl.raya bogor,119887268,9990605.666666666
7,cibubur,ancol,cililitan,jl.sutoyo,119887268,9990605.666666666
7,cibubur,ancol,bkn,jl.sutoyo,119887268,9990605.666666666
7,cibubur,ancol,cawang uki,jl.sutoyo,119887268,9990605.666666666
7,cibubur,ancol,bnn,jl.mt haryono,119887268,9990605.666666666
7,cibubur,ancol,cawang otista,jl.otista raya,119887268,9990605.666666666
7,cibubur,ancol,gelanggang remaja,jl.otista raya,119887268,9990605.666666666
7,cibubur,ancol,bidara cina,jl.otista raya,119887268,9990605.666666666
7,cibubur,kampung rambutan,kp. rambutan,terminal kamp rambutan,119887268,9990605.666666666
7,cibubur,kampung rambutan,tanah merdeka,jl.baru,119887268,9990605.666666666
7,cibubur,kampung rambutan,fly over raya bogor,jl.raya bogor,119887268,9990605.666666666
7,cibubur,kampung rambutan,rs. harapan bunda,jl.raya bogor,119887268,9990605.666666666
7,cibubur,kampung rambutan,pasar induk,jl.raya bogor,119887268,9990605.666666666
7,cibubur,kampung rambutan,pasar kramat jati,jl.raya bogor,119887268,9990605.666666666
7,cibubur,kampung rambutan,cililitan,jl.sutoyo,119887268,9990605.666666666
7,cibubur,kampung rambutan,bkn,jl.sutoyo,119887268,9990605.666666666
7,cibubur,kampung rambutan,cawang uki,jl.sutoyo,119887268,9990605.666666666
7,cibubur,kampung rambutan,bnn,jl.mt haryono,119887268,9990605.666666666
7,cibubur,kampung rambutan,cawang otista,jl.otista raya,119887268,9990605.666666666
7,cibubur,kampung rambutan,gelanggang remaja,jl.otista raya,119887268,9990605.666666666
7,cibubur,kampung rambutan,bidara cina,jl.otista raya,119887268,9990605.666666666
7,cawang,st. kereta cepat halim,kp. rambutan,terminal kamp rambutan,119887268,9990605.666666666
7,cawang,st. kereta cepat halim,tanah merdeka,jl.baru,119887268,9990605.666666666
7,cawang,st. kereta cepat halim,fly over raya bogor,jl.raya bogor,119887268,9990605.666666666
7,cawang,st. kereta cepat halim,rs. harapan bunda,jl.raya bogor,119887268,9990605.666666666
7,cawang,st. kereta cepat halim,pasar induk,jl.raya bogor,119887268,9990605.666666666
7,cawang,st. kereta cepat halim,pasar kramat jati,jl.raya bogor,119887268,9990605.666666666
7,cawang,st. kereta cepat halim,cililitan,jl.sutoyo,119887268,9990605.666666666
7,cawang,st. kereta cepat halim,bkn,jl.sutoyo,119887268,9990605.666666666
7,cawang,st. kereta cepat halim,cawang uki,jl.sutoyo,119887268,9990605.666666666
7,cawang,st. kereta cepat halim,bnn,jl.mt haryono,119887268,9990605.666666666
7,cawang,st. kereta cepat halim,cawang otista,jl.otista raya,119887268,9990605.666666666
7,cawang,st. kereta cepat halim,gelanggang remaja,jl.otista raya,119887268,9990605.666666666
7,cawang,st. kereta cepat halim,bidara cina,jl.otista raya,119887268,9990605.666666666
6,duren tiga,blok m,ragunan,kebun binatang ragunan,119887268,9990605.666666666
6,duren tiga,blok m,departemen pertanian,jl.harsono,119887268,9990605.666666666
6,duren tiga,blok m,smk 57,jl.harsono,119887268,9990605.666666666
6,duren tiga,blok m,jati padang,jl.buncit raya,119887268,9990605.666666666
6,duren tiga,blok m,pejaten,jl.buncit raya,119887268,9990605.666666666
6,duren tiga,blok m,buncit indah,jl.buncit raya,119887268,9990605.666666666
6,duren tiga,blok m,warung jati,jl.buncit raya,119887268,9990605.666666666
6,duren tiga,blok m,imigrasi,jl.buncit raya,119887268,9990605.666666666
6,duren tiga,blok m,duren tiga,jl.buncit raya,119887268,9990605.666666666
6,duren tiga,blok m,mampang prapatan,jl.buncit raya,119887268,9990605.666666666
6,duren tiga,blok m,kuningan timur,jl.rasuna said,119887268,9990605.666666666
6,duren tiga,blok m,patra kuningan,jl.rasuna said,119887268,9990605.666666666
6,duren tiga,blok m,depkes,jl.rasuna said,119887268,9990605.666666666
6,duren tiga,blok m,gor sumantri,jl.rasuna said,119887268,9990605.666666666
6,duren tiga,blok m,karet kuningan,jl.rasuna said,119887268,9990605.666666666
6,duren tiga,blok m,kuningan madya aini,jl.rasuna said,119887268,9990605.666666666
6,duren tiga,blok m,setiabudi utara,jl.rasuna said,119887268,9990605.666666666
6,duren tiga,blok m,latuharhari,jl.latuharhari,119887268,9990605.666666666
2,monas explorer,,gambir 2,jl.merdeka selatan,119887268,9990605.666666666
2,monas explorer,,kwitang,jl.kwitang,119887268,9990605.666666666
2,monas explorer,,terminal pulogadung,terminal pulogadung,119887268,9990605.666666666
2,monas explorer,,bermis,jl.perintis kemerdekaan,119887268,9990605.666666666
2,monas explorer,,polumas,jl.perintis kemerdekaan,119887268,9990605.666666666
2,monas explorer,,asmi,jl.perintis kemerdekaan,119887268,9990605.666666666
2,monas explorer,,pedongkelan,jl.perintis kemerdekaan,119887268,9990605.666666666
2,monas explorer,,cempaka timur (cempaka mas),jl.r. suprapto,119887268,9990605.666666666
2,monas explorer,,rumah sakit islam (yarsi),jl.r. suprapto,119887268,9990605.666666666
2,monas explorer,,cempaka tengah (lippo ),jl.r. suprapto,119887268,9990605.666666666
2,monas explorer,,pasar cempaka putih,jl.r. suprapto,119887268,9990605.666666666
2,monas explorer,,rawa selatan,jl.r. suprapto,119887268,9990605.666666666
2,monas explorer,,galur,jl.r. suprapto,119887268,9990605.666666666
2,monas explorer,,senen,jl.bundaran senen,119887268,9990605.666666666
2,monas explorer,,atrium,jl.senen raya,119887268,9990605.666666666
2,monas explorer,,rspad,jl.kiwi,119887268,9990605.666666666
2,monas explorer,,-,-,119887268,9990605.666666666
2,monas explorer,,deplu,jl.pejambon,119887268,9990605.666666666
2,monas explorer,,gambir 1,jl.merdeka timur,119887268,9990605.666666666
2,monas explorer,,istiqlal (perwira),jl.perwira,119887268,9990605.666666666
2,monas explorer,,juanda,jl.juanda,119887268,9990605.666666666
2,monas explorer,,pecenongan,jl.juanda,119887268,9990605.666666666
2,monas explorer,,balaikota,jl.merdeka selatan,119887268,9990605.666666666
1,pantai maju,balai kota,terminal blok m,terminal blok m,119887268,9990605.666666666
1,pantai maju,balai kota,mesjid al-azhar,jl. sisingamangaraja,119887268,9990605.666666666
1,pantai maju,balai kota,bundaran senayan,jl. jend sudirman,119887268,9990605.666666666
1,pantai maju,balai kota,gelora,jl. jend sudirman,119887268,9990605.666666666
1,pantai maju,balai kota,polda,jl. jend sudirman,119887268,9990605.666666666
1,pantai maju,balai kota,benhil,jl. jend sudirman,119887268,9990605.666666666
1,pantai maju,balai kota,karet,jl. jend sudirman,119887268,9990605.666666666
1,pantai maju,balai kota,setia budi,jl. jend sudirman,119887268,9990605.666666666
1,pantai maju,balai kota,dukuh atas,jl. jend sudirman,119887268,9990605.666666666
1,pantai maju,balai kota,tosari,jl. jend sudirman,119887268,9990605.666666666
1,pantai maju,balai kota,bundaran hi,jl. mh thamrin,119887268,9990605.666666666
1,pantai maju,balai kota,sarinah,jl. mh thamrin,119887268,9990605.666666666
1,pantai maju,balai kota,bi,jl. mh thamrin,119887268,9990605.666666666
1,pantai maju,balai kota,monas,jl. merdeka barat,119887268,9990605.666666666
1,pantai maju,balai kota,harmoni central busway ( hcb ),jl. gajah mada,119887268,9990605.666666666
1,pantai maju,balai kota,sawah besar,jl. gajah mada,119887268,9990605.666666666
1,pantai maju,balai kota,mangga besar,jl. gajah mada,119887268,9990605.666666666
1,pantai maju,balai kota,olimo,jl. gajah mada,119887268,9990605.666666666
1,pantai maju,balai kota,glodok,jl. gajah mada,119887268,9990605.666666666
1,pantai maju,balai kota,stasiun kota,jl.stasiun,119887268,9990605.666666666
1,stasiun palmerah,tosari,terminal blok m,terminal blok m,119887268,9990605.666666666
1,stasiun palmerah,tosari,mesjid al-azhar,jl. sisingamangaraja,119887268,9990605.666666666
1,stasiun palmerah,tosari,bundaran senayan,jl. jend sudirman,119887268,9990605.666666666
1,stasiun palmerah,tosari,gelora,jl. jend sudirman,119887268,9990605.666666666
1,stasiun palmerah,tosari,polda,jl. jend sudirman,119887268,9990605.666666666
1,stasiun palmerah,tosari,benhil,jl. jend sudirman,119887268,9990605.666666666
1,stasiun palmerah,tosari,karet,jl. jend sudirman,119887268,9990605.666666666
1,stasiun palmerah,tosari,setia budi,jl. jend sudirman,119887268,9990605.666666666
1,stasiun palmerah,tosari,dukuh atas,jl. jend sudirman,119887268,9990605.666666666
1,stasiun palmerah,tosari,tosari,jl. jend sudirman,119887268,9990605.666666666
1,stasiun palmerah,tosari,bundaran hi,jl. mh thamrin,119887268,9990605.666666666
1,stasiun palmerah,tosari,sarinah,jl. mh thamrin,119887268,9990605.666666666
