koridor,asal,tujuan,nama_halte,lokasi_halte,total_penumpang,rata_penumpang
1,blok m,kota,harmoni central busway ( hcb ),jl. gajah mada,119887268,9990605.666666666
1,blok m,kota,sawah besar,jl. gajah mada,119887268,9990605.666666666
1,blok m,kota,mangga besar,jl. gajah mada,119887268,9990605.666666666
1,blok m,kota,olimo,jl. gajah mada,119887268,9990605.666666666
1,blok m,kota,glodok,jl. gajah mada,119887268,9990605.666666666
1,blok m,kota,stasiun kota,jl.stasiun,119887268,9990605.666666666
2,pulo gadung,monas,gambir 2,jl.merdeka selatan,119887268,9990605.666666666
2,pulo gadung,monas,kwitang,jl.kwitang,119887268,9990605.666666666
2,pulo gadung,monas,terminal pulogadung,terminal pulogadung,119887268,9990605.666666666
2,pulo gadung,monas,bermis,jl.perintis kemerdekaan,119887268,9990605.666666666
2,pulo gadung,monas,polumas,jl.perintis kemerdekaan,119887268,9990605.666666666
2,pulo gadung,monas,asmi,jl.perintis kemerdekaan,119887268,9990605.666666666
2,pulo gadung,monas,pedongkelan,jl.perintis kemerdekaan,119887268,9990605.666666666
2,pulo gadung,monas,cempaka timur (cempaka mas),jl.r. suprapto,119887268,9990605.666666666
2,pulo gadung,monas,rumah sakit islam (yarsi),jl.r. suprapto,119887268,9990605.666666666
2,pulo gadung,monas,cempaka tengah (lippo ),jl.r. suprapto,119887268,9990605.666666666
2,pulo gadung,monas,pasar cempaka putih,jl.r. suprapto,119887268,9990605.666666666
2,pulo gadung,monas,rawa selatan,jl.r. suprapto,119887268,9990605.666666666
2,pulo gadung,monas,galur,jl.r. suprapto,119887268,9990605.666666666
2,pulo gadung,monas,senen,jl.bundaran senen,119887268,9990605.666666666
2,pulo gadung,monas,atrium,jl.senen raya,119887268,9990605.666666666
2,pulo gadung,monas,rspad,jl.kiwi,119887268,9990605.666666666
2,pulo gadung,monas,-,-,119887268,9990605.666666666
2,pulo gadung,monas,deplu,jl.pejambon,119887268,9990605.666666666
2,pulo gadung,monas,gambir 1,jl.merdeka timur,119887268,9990605.666666666
2,pulo gadung,monas,istiqlal (perwira),jl.perwira,119887268,9990605.666666666
2,pulo gadung,monas,juanda,jl.juanda,119887268,9990605.666666666
2,pulo gadung,monas,pecenongan,jl.juanda,119887268,9990605.666666666
2,pulo gadung,monas,balaikota,jl.merdeka selatan,119887268,9990605.666666666
3,kalideres,monas,terminal kalideres,terminal kalideres,119887268,9990605.666666666
3,kalideres,monas,pesakih,jl.daan mogot,119887268,9990605.666666666
3,kalideres,monas,sumur bor,jl.daan mogot,119887268,9990605.666666666
3,kalideres,monas,rawa buaya,jl.daan mogot,119887268,9990605.666666666
3,kalideres,monas,jembatan baru,jl.daan mogot,119887268,9990605.666666666
3,kalideres,monas,dispenda,jl.daan mogot,119887268,9990605.666666666
3,kalideres,monas,jembatan gantung,jl.daan mogot,119887268,9990605.666666666
3,kalideres,monas,taman kota,jl.daan mogot,119887268,9990605.666666666
3,kalideres,monas,indosiar,jl.daan mogot,119887268,9990605.666666666
3,kalideres,monas,jelambar,jl.daan mogot,119887268,9990605.666666666
3,kalideres,monas,grogol 1,jl.kyai tapa,119887268,9990605.666666666
3,kalideres,monas,rs.sumber waras,jl.kyai tapa,119887268,9990605.666666666
3,kalideres,monas,pasar baru,jl.soetomo,119887268,9990605.666666666
4,pulo gadung,galunggung,dukuh atas 2,jl.dukuh bawah,119887268,9990605.666666666
4,pulo gadung,galunggung,halimun,jl.galunggung,119887268,9990605.666666666
4,pulo gadung,galunggung,pasar rumput,jl.galunggung,119887268,9990605.666666666
4,pulo gadung,galunggung,manggarai,terminal manggarai,119887268,9990605.666666666
4,pulo gadung,galunggung,matraman 2,jl.matraman raya,119887268,9990605.666666666
4,pulo gadung,galunggung,pasar genjing,jl.pramuka,119887268,9990605.666666666
4,pulo gadung,galunggung,utan kayu,jl.pramuka,119887268,9990605.666666666
4,pulo gadung,galunggung,pramuka lia,jl.pramuka,119887268,9990605.666666666
4,pulo gadung,galunggung,bpkp,jl.pramuka,119887268,9990605.666666666
4,pulo gadung,galunggung,unj,jl.pramuka,119887268,9990605.666666666
4,pulo gadung,galunggung,sunan giri,jl.pemuda,119887268,9990605.666666666
4,pulo gadung,galunggung,velodrome,jl.pemuda,119887268,9990605.666666666
4,pulo gadung,galunggung,pemuda paus,jl.pemuda,119887268,9990605.666666666
4,pulo gadung,galunggung,layur,jl.pemuda,119887268,9990605.666666666
4,pulo gadung,galunggung,tugas,jl.pemuda,119887268,9990605.666666666
4,pulo gadung,galunggung,pasar polugadung,jl.bekasi timur,119887268,9990605.666666666
4,pulo gadung,galunggung,terminal pulogadung,jl.bekasi timur,119887268,9990605.666666666
5,cililitan,ancol,kampung melayu,terminal kamp melayu,119887268,9990605.666666666
5,cililitan,ancol,pasar jatinegara,jl.bekasi timur,119887268,9990605.666666666
5,cililitan,ancol,kebon pala,jl.bekasi timur,119887268,9990605.666666666
5,cililitan,ancol,slamet riyadi,jl.matraman,119887268,9990605.666666666
5,cililitan,ancol,tegalan,jl.matraman,119887268,9990605.666666666
5,cililitan,ancol,matraman i,jl.matraman,119887268,9990605.666666666
5,cililitan,ancol,rs. carolus,jl.salemba,119887268,9990605.666666666
5,cililitan,ancol,salemba ui,jl.salemba,119887268,9990605.666666666
5,cililitan,ancol,kramat sentiong,jl.kramat raya,119887268,9990605.666666666
5,cililitan,ancol,pal putih,jl.kramat raya,119887268,9990605.666666666
5,cililitan,ancol,central senen,jl.senen raya,119887268,9990605.666666666
5,cililitan,ancol,budi utomo,jl.gunung sahari,119887268,9990605.666666666
5,cililitan,ancol,pasar baru timur,jl.gunung sahari,119887268,9990605.666666666
5,cililitan,ancol,jembatan merah,jl.gunung sahari,119887268,9990605.666666666
5,cililitan,ancol,gunung sahari mangga dua,jl.gunung sahari,119887268,9990605.666666666
5,cililitan,ancol,pademangan,jl.gunung sahari,119887268,9990605.666666666
5,cililitan,ancol,ancol,taman impian jaya ancol,119887268,9990605.666666666
10,pgc,tanjung priok,cawang sutoyo,jl.soetoyo,119887268,9990605.666666666
10,pgc,tanjung priok,penas kalimalang,jl.soetoyo,119887268,9990605.666666666
10,pgc,tanjung priok,cipinang kebun nanas,jl.di panjaitan,119887268,9990605.666666666
10,pgc,tanjung priok,pedati prumpung,jl.di panjaitan,119887268,9990605.666666666
10,pgc,tanjung priok,stasiun jatinegara,jl.di panjaitan,119887268,9990605.666666666
10,pgc,tanjung priok,bea cukai ahmad yani,jl.di panjaitan,119887268,9990605.666666666
10,pgc,tanjung priok,utan kayu rawamangun,jl.di panjaitan,119887268,9990605.666666666
10,pgc,tanjung priok,kayu putih rawasari,jl.a.yani,119887268,9990605.666666666
10,pgc,tanjung priok,pulomas by pass,jl.a.yani,119887268,9990605.666666666
10,pgc,tanjung priok,cempaka putih,jl.a.yani,119887268,9990605.666666666
10,pgc,tanjung priok,cempaka mas 2,jl.a.yani,119887268,9990605.666666666
10,pgc,tanjung priok,yos sudarso kodamar,jl.yos sudarsono,119887268,9990605.666666666
10,pgc,tanjung priok,sunter kelapa gading,jl.yos sudarsono,119887268,9990605.666666666
10,pgc,tanjung priok,plumpang pertamina,jl.yos sudarsono,119887268,9990605.666666666
10,pgc,tanjung priok,walikota jakarta utara,jl.yos sudarsono,119887268,9990605.666666666
10,pgc,tanjung priok,permai koja,jl.yos sudarsono,119887268,9990605.666666666
10,pgc,tanjung priok,enggano,jl.enggano,119887268,9990605.666666666
10,pgc,tanjung priok,terminal tanjung priok,jl.enggano,119887268,9990605.666666666
10,tanah abang,kota,cawang sutoyo,jl.soetoyo,119887268,9990605.666666666
10,tanah abang,kota,penas kalimalang,jl.soetoyo,119887268,9990605.666666666
10,tanah abang,kota,cipinang kebun nanas,jl.di panjaitan,119887268,9990605.666666666
10,tanah abang,kota,pedati prumpung,jl.di panjaitan,119887268,9990605.666666666
10,tanah abang,kota,stasiun jatinegara,jl.di panjaitan,119887268,9990605.666666666
10,tanah abang,kota,bea cukai ahmad yani,jl.di panjaitan,119887268,9990605.666666666
10,tanah abang,kota,utan kayu rawamangun,jl.di panjaitan,119887268,9990605.666666666
10,tanah abang,kota,kayu putih rawasari,jl.a.yani,119887268,9990605.666666666
10,tanah abang,kota,pulomas by pass,jl.a.yani,119887268,9990605.666666666
10,tanah abang,kota,cempaka putih,jl.a.yani,119887268,9990605.666666666
10,tanah abang,kota,cempaka mas 2,jl.a.yani,119887268,9990605.666666666
10,tanah abang,kota,yos sudarso kodamar,jl.yos sudarsono,119887268,9990605.666666666
10,tanah abang,kota,sunter kelapa gading,jl.yos sudarsono,119887268,9990605.666666666
10,tanah abang,kota,plumpang pertamina,jl.yos sudarsono,119887268,9990605.666666666
10,tanah abang,kota,walikota jakarta utara,jl.yos sudarsono,119887268,9990605.666666666
10,tanah abang,kota,permai koja,jl.yos sudarsono,119887268,9990605.666666666
10,tanah abang,kota,enggano,jl.enggano,119887268,9990605.666666666
10,tanah abang,kota,terminal tanjung priok,jl.enggano,119887268,9990605.666666666
10,gondangdia,cikini,cawang sutoyo,jl.soetoyo,119887268,9990605.666666666
10,gondangdia,cikini,penas kalimalang,jl.soetoyo,119887268,9990605.666666666
10,gondangdia,cikini,cipinang kebun nanas,jl.di panjaitan,119887268,9990605.666666666
10,gondangdia,cikini,pedati prumpung,jl.di panjaitan,119887268,9990605.666666666
10,gondangdia,cikini,stasiun jatinegara,jl.di panjaitan,119887268,9990605.666666666
10,gondangdia,cikini,bea cukai ahmad yani,jl.di panjaitan,119887268,9990605.666666666
10,gondangdia,cikini,utan kayu rawamangun,jl.di panjaitan,119887268,9990605.666666666
10,gondangdia,cikini,kayu putih rawasari,jl.a.yani,119887268,9990605.666666666
10,gondangdia,cikini,pulomas by pass,jl.a.yani,119887268,9990605.666666666
10,gondangdia,cikini,cempaka putih,jl.a.yani,119887268,9990605.666666666
10,gondangdia,cikini,cempaka mas 2,jl.a.yani,119887268,9990605.666666666
10,gondangdia,cikini,yos sudarso kodamar,jl.yos sudarsono,119887268,9990605.666666666
10,gondangdia,cikini,sunter kelapa gading,jl.yos sudarsono,119887268,9990605.666666666
10,gondangdia,cikini,plumpang pertamina,jl.yos sudarsono,119887268,9990605.666666666
10,gondangdia,cikini,walikota jakarta utara,jl.yos sudarsono,119887268,9990605.666666666
10,gondangdia,cikini,permai koja,jl.yos sudarsono,119887268,9990605.666666666
10,gondangdia,cikini,enggano,jl.enggano,119887268,9990605.666666666
10,gondangdia,cikini,terminal tanjung priok,jl.enggano,119887268,9990605.666666666
11,tanah abang,kebayoran lama,walikota jakarta timur,jl.sentra primer timur,119887268,9990605.666666666
11,tanah abang,kebayoran lama,penggilingan,jl.sentra primer timur,119887268,9990605.666666666
11,tanah abang,kebayoran lama,perumnas kalender,jl.i.gusti ngurah rai,119887268,9990605.666666666
11,tanah abang,kebayoran lama,flyover buaran,jl.i.gusti ngurah rai,119887268,9990605.666666666
11,tanah abang,kebayoran lama,buaran,jl.i.gusti ngurah rai,119887268,9990605.666666666
11,tanah abang,kebayoran lama,kampung sumur,jl.i.gusti ngurah rai,119887268,9990605.666666666
11,tanah abang,kebayoran lama,fly over kalender,jl.i.gusti ngurah rai,119887268,9990605.666666666
11,tanah abang,kebayoran lama,stasiun kalender,jl.i.gusti ngurah rai,119887268,9990605.666666666
11,tanah abang,kebayoran lama,cipinang,jl.bekasi timur,119887268,9990605.666666666
11,tanah abang,kebayoran lama,imigrasi,jl.bekasi timur,119887268,9990605.666666666
11,tanah abang,kebayoran lama,pasar enjo,jl.bekasi timur,119887268,9990605.666666666
11,tanah abang,kebayoran lama,fly over jatinegara,jl.bekasi timur,119887268,9990605.666666666
11,tanah abang,kebayoran lama,stasiun jatinegara,jl.bekasi timur,119887268,9990605.666666666
11,tanah abang,kebayoran lama,rumah sakit primier,jl.jatinegara timur,119887268,9990605.666666666
11,tanah abang,kebayoran lama,kampung melayu,terminal kp melayu,119887268,9990605.666666666
2,gondangdia,senen,gambir 2,jl.merdeka selatan,119887268,9990605.666666666
2,gondangdia,senen,kwitang,jl.kwitang,119887268,9990605.666666666
2,gondangdia,senen,terminal pulogadung,terminal pulogadung,119887268,9990605.666666666
2,gondangdia,senen,bermis,jl.perintis kemerdekaan,119887268,9990605.666666666
2,gondangdia,senen,polumas,jl.perintis kemerdekaan,119887268,9990605.666666666
2,gondangdia,senen,asmi,jl.perintis kemerdekaan,119887268,9990605.666666666
2,gondangdia,senen,pedongkelan,jl.perintis kemerdekaan,119887268,9990605.666666666
2,gondangdia,senen,cempaka timur (cempaka mas),jl.r. suprapto,119887268,9990605.666666666
2,gondangdia,senen,rumah sakit islam (yarsi),jl.r. suprapto,119887268,9990605.666666666
2,gondangdia,senen,cempaka tengah (lippo ),jl.r. suprapto,119887268,9990605.666666666
2,gondangdia,senen,pasar cempaka putih,jl.r. suprapto,119887268,9990605.666666666
2,gondangdia,senen,rawa selatan,jl.r. suprapto,119887268,9990605.666666666
2,gondangdia,senen,galur,jl.r. suprapto,119887268,9990605.666666666
2,gondangdia,senen,senen,jl.bundaran senen,119887268,9990605.666666666
2,gondangdia,senen,atrium,jl.senen raya,119887268,9990605.666666666
2,gondangdia,senen,rspad,jl.kiwi,119887268,9990605.666666666
2,gondangdia,senen,-,-,119887268,9990605.666666666
2,gondangdia,senen,deplu,jl.pejambon,119887268,9990605.666666666
2,gondangdia,senen,gambir 1,jl.merdeka timur,119887268,9990605.666666666
2,gondangdia,senen,istiqlal (perwira),jl.perwira,119887268,9990605.666666666
2,gondangdia,senen,juanda,jl.juanda,119887268,9990605.666666666
2,gondangdia,senen,pecenongan,jl.juanda,119887268,9990605.666666666
2,gondangdia,senen,balaikota,jl.merdeka selatan,119887268,9990605.666666666
2,gondangdia,balai kota,gambir 2,jl.merdeka selatan,119887268,9990605.666666666
2,gondangdia,balai kota,kwitang,jl.kwitang,119887268,9990605.666666666
2,gondangdia,balai kota,terminal pulogadung,terminal pulogadung,119887268,9990605.666666666
2,gondangdia,balai kota,bermis,jl.perintis kemerdekaan,119887268,9990605.666666666
2,gondangdia,balai kota,polumas,jl.perintis kemerdekaan,119887268,9990605.666666666
2,gondangdia,balai kota,asmi,jl.perintis kemerdekaan,119887268,9990605.666666666
2,gondangdia,balai kota,pedongkelan,jl.perintis kemerdekaan,119887268,9990605.666666666
2,gondangdia,balai kota,cempaka timur (cempaka mas),jl.r. suprapto,119887268,9990605.666666666
2,gondangdia,balai kota,rumah sakit islam (yarsi),jl.r. suprapto,119887268,9990605.666666666
2,gondangdia,balai kota,cempaka tengah (lippo ),jl.r. suprapto,119887268,9990605.666666666
2,gondangdia,balai kota,pasar cempaka putih,jl.r. suprapto,119887268,9990605.666666666
2,gondangdia,balai kota,rawa selatan,jl.r. suprapto,119887268,9990605.666666666
2,gondangdia,balai kota,galur,jl.r. suprapto,119887268,9990605.666666666
2,gondangdia,balai kota,senen,jl.bundaran senen,119887268,9990605.666666666
2,gondangdia,balai kota,atrium,jl.senen raya,119887268,9990605.666666666
2,gondangdia,balai kota,rspad,jl.kiwi,119887268,9990605.666666666
2,gondangdia,balai kota,-,-,119887268,9990605.666666666
2,gondangdia,balai kota,deplu,jl.pejambon,119887268,9990605.666666666
2,gondangdia,balai kota,gambir 1,jl.merdeka timur,119887268,9990605.666666666
2,gondangdia,balai kota,istiqlal (perwira),jl.perwira,119887268,9990605.666666666
2,gondangdia,balai kota,juanda,jl.juanda,119887268,9990605.666666666
2,gondangdia,balai kota,pecenongan,jl.juanda,119887268,9990605.666666666
2,gondangdia,balai kota,balaikota,jl.merdeka selatan,119887268,9990605.666666666
12,st. lrt pegangsaan dua,jis,pluit landmark,jl.pluit raya,119887268,9990605.666666666
12,st. lrt pegangsaan dua,jis,pakin,jl.pluit raya,119887268,9990605.666666666
12,st. lrt pegangsaan dua,jis,gedong panjang,jl.gedong panjang,119887268,9990605.666666666
12,st. lrt pegangsaan dua,jis,museum fatahillah,jl.kopi,119887268,9990605.666666666
12,st. lrt pegangsaan dua,jis,pangeran jayakarta,jl.mangga dua,119887268,9990605.666666666
12,st. lrt pegangsaan dua,jis,mangga dua,jl.mangga dua,119887268,9990605.666666666
12,st. lrt pegangsaan dua,jis,kalibesar barat,jl.kalibesar barat,119887268,9990605.666666666
12,st. lrt pegangsaan dua,jis,pekojan,jl.bandengan,119887268,9990605.666666666
12,st. lrt pegangsaan dua,jis,kemayoran landasan pacu timur,jl.sunter barat,119887268,9990605.666666666
12,st. lrt pegangsaan dua,jis,danau sunter barat,jl.sunter,119887268,9990605.666666666
12,st. lrt pegangsaan dua,jis,sunter smp 140,jl.sunter,119887268,9990605.666666666
